WP_002586627.1	iSynCJ816.SGL_RS17200	30.3	659	391	15	5	600	10	663	1.7e-64	244.6
WP_002586627.1	iEK1008.Rv0684	25.7	668	423	10	2	601	12	674	5.6e-60	229.6
WP_002586627.1	iSynCJ816.SGL_RS10930	26.7	666	429	10	2	610	9	672	1.4e-58	224.9
WP_003693048.1	iAF987.Gmet_1914	29.8	124	87	0	16	139	3	126	2.6e-15	79.7
WP_004614945.1	iAF987.Gmet_1914	32.1	112	76	0	2	113	3	114	4.5e-12	68.9
WP_004614945.1	iAF987.Gmet_2999	32.5	117	77	1	3	117	10	126	5.9e-12	68.6
WP_004614945.1	iAF987.Gmet_1919	35.0	103	67	0	3	105	5	107	2.2e-11	66.6
WP_005333533.1	iAF987.Gmet_1914	32.4	105	70	1	1	104	1	105	8.6e-08	54.7
WP_005333533.1	iAF987.Gmet_1706	31.4	118	76	2	3	117	2	117	4.3e-07	52.4
WP_005333534.1	iAF987.Gmet_0043	26.8	149	103	2	269	412	119	266	8.0e-07	52.4
WP_005333534.1	iAF987.Gmet_1991	25.7	237	165	6	180	412	183	412	5.2e-06	49.7
WP_005333536.1	iCN900.CD630_19470	47.7	222	114	1	9	228	7	228	3.3e-55	212.2
WP_005333779.1	iCN900.CD630_04300	32.5	151	93	3	91	233	78	227	9.8e-13	71.2
WP_005333791.1	iPC815.YPO1914	29.8	543	371	6	40	576	49	587	2.0e-64	244.2
WP_005333791.1	iPC815.YPO1913	30.9	524	351	7	58	575	67	585	3.4e-64	243.4
WP_005333791.1	iAF987.Gmet_2349	31.5	574	368	10	7	567	6	567	1.4e-62	238.0
WP_005333791.1	iYL1228.KPN_00941	30.7	473	324	3	94	562	100	572	1.0e-60	231.9
WP_005333791.1	STM_v1_0.STM0984	30.9	473	323	3	94	562	100	572	1.0e-60	231.9
WP_005333791.1	iEK1008.Rv1348	32.7	489	308	8	94	570	366	845	3.0e-60	230.3
WP_005333791.1	iSF_1195.SF0910	30.7	482	312	8	94	562	100	572	1.6e-58	224.6
WP_005333791.1	iML1515.b0914	30.2	477	321	5	94	562	100	572	2.1e-58	224.2
WP_005333791.1	iSbBS512_1146.SbBS512_E2410	30.2	477	321	5	94	562	100	572	2.1e-58	224.2
WP_005333791.1	iSDY_1059.SDY_2344	30.2	477	321	5	94	562	100	572	2.1e-58	224.2
WP_005333791.1	iSSON_1240.SSON_0916	30.7	482	312	8	94	562	100	572	2.1e-58	224.2
WP_005333791.1	iPC815.YPO1395	30.4	474	324	5	94	562	100	572	4.7e-58	223.0
